PC_1 (53.07% explained variance),PC_2 (30.86% explained variance),condition
6.516173540493749,-0.7095950262334993,G0_nonarctrans.txt
-1.606981708657581,0.934781392803702,G1_nonarctrans.txt
-3.401293905735433,5.967846840583558,G2_nonarctrans.txt
-6.0338763083559614,-1.6693890484712801,M-phase_nonarctrans.txt
-1.4305302917327523,-5.861165869656437,S-phase_nonarctrans.txt
5.956508673987976,1.3375217109739528,apoptosis_nonarctrans.txt
